Gender,Age,Income,Employment_Status,Credit_Score,Loan_Amount,Loan_Term_Months,Has_Defaulted_Before,Fraudulent_Activity,Loan_Status
Female,31,95948,Unemployed,421,10174,12,0,0,Rejected
Female,33,68454,Student,731,4443,60,1,0,Rejected
Male,54,48365,Student,343,22395,24,1,0,Rejected
Female,45,92766,Employed,616,11725,60,0,0,Under Review
Female,27,68200,Student,680,34461,60,1,0,Rejected
Female,24,31002,Student,444,42115,48,1,0,Rejected
Female,28,33947,Employed,626,45548,24,1,0,Rejected
Female,40,99222,Employed,662,32351,60,0,0,Under Review
Female,49,114840,Self-employed,349,19196,24,0,0,Rejected
Male,30,136219,Self-employed,364,47609,36,0,0,Rejected
Female,63,98610,Employed,654,15254,36,1,0,Rejected
Female,54,72142,Unemployed,463,15021,36,1,0,Rejected
Female,46,76307,Self-employed,440,47136,60,0,0,Rejected
Female,61,24493,Employed,427,6724,36,0,0,Rejected
Male,23,144023,Student,697,29690,48,1,0,Rejected
Female,26,70085,Unemployed,762,2407,48,1,0,Rejected
Male,25,54228,Student,486,9032,60,1,0,Rejected
Female,25,99676,Self-employed,489,48340,24,1,0,Rejected
Male,43,71875,Student,687,18794,12,0,0,Under Review
Female,29,51655,Unemployed,728,20881,24,1,0,Rejected
Female,55,63472,Employed,583,21756,24,1,0,Rejected
Male,40,69437,Employed,536,41162,24,0,0,Under Review
Male,62,69416,Unemployed,493,30416,24,0,0,Rejected
Female,55,79711,Student,586,45354,12,1,0,Rejected
Female,38,26816,Student,435,26752,36,0,0,Rejected
Female,37,97175,Unemployed,470,13926,24,1,0,Rejected
Female,44,84307,Employed,458,34765,48,1,0,Rejected
Female,23,132728,Student,500,15390,60,0,0,Under Review
Male,52,66733,Self-employed,786,39867,60,0,0,Approved
Female,55,148202,Unemployed,803,22939,48,1,0,Rejected
Female,58,115028,Self-employed,670,28307,24,0,0,Under Review
Female,33,136450,Self-employed,402,31828,12,1,1,Rejected
Male,45,31240,Employed,424,29513,36,1,0,Rejected
Female,29,118234,Unemployed,612,25502,60,1,0,Rejected
Female,24,112493,Student,757,31063,36,0,0,Approved
Female,34,145149,Student,529,23486,12,1,0,Rejected
Male,57,118344,Unemployed,496,47277,60,1,1,Rejected
Male,54,91363,Employed,722,39258,36,1,0,Rejected
Female,31,52762,Student,470,32692,12,0,0,Rejected
Female,61,28259,Student,681,39384,36,1,0,Rejected
Male,23,70139,Student,472,16958,24,1,0,Rejected
Male,48,148775,Employed,752,36016,12,1,0,Rejected
Male,49,34849,Student,649,18232,36,0,1,Under Review
Female,29,101768,Student,793,11748,24,1,0,Rejected
Male,23,126108,Self-employed,303,11514,24,1,0,Rejected
Male,45,109709,Employed,392,23738,12,0,0,Rejected
Male,54,74869,Student,305,9695,48,0,0,Rejected
Male,32,146888,Employed,587,9070,60,1,0,Rejected
Female,62,83095,Employed,445,28765,12,1,0,Rejected
Female,29,137886,Student,723,42662,24,1,0,Rejected
Female,35,90910,Student,756,31761,24,0,0,Approved
Male,60,106710,Employed,501,17698,12,0,1,Under Review
Male,45,43567,Employed,511,16123,48,1,0,Rejected
Female,25,55292,Employed,305,36144,60,0,0,Rejected
Female,31,94813,Self-employed,675,26616,36,1,0,Rejected
Female,54,117136,Unemployed,746,38146,12,1,0,Rejected
Female,44,71631,Student,405,12182,60,0,0,Rejected
Male,35,29885,Self-employed,700,25833,60,1,0,Rejected
Male,58,79659,Self-employed,395,34342,24,0,0,Rejected
Female,28,74306,Employed,687,32331,36,0,0,Under Review
Female,25,86314,Unemployed,751,47098,12,1,0,Rejected
Female,46,85087,Student,715,27128,24,0,0,Approved
Female,38,49165,Self-employed,803,32556,24,1,0,Rejected
Male,26,78929,Student,753,22969,48,0,0,Approved
Male,57,87028,Self-employed,590,22876,60,1,0,Rejected
Male,33,115998,Student,833,9949,12,1,0,Rejected
Male,48,69812,Employed,492,25518,12,1,0,Rejected
Female,25,70500,Employed,449,6670,12,0,0,Rejected
Female,33,99151,Unemployed,814,25099,24,1,0,Rejected
Male,37,78643,Employed,692,40335,48,0,0,Under Review
Female,60,64900,Self-employed,615,13716,36,0,0,Under Review
Female,52,62946,Self-employed,375,39885,24,0,0,Rejected
Female,49,27851,Self-employed,569,8837,36,0,0,Under Review
Male,23,36288,Self-employed,524,48299,48,0,0,Under Review
Female,60,92692,Employed,829,20159,60,1,0,Rejected
Female,54,87580,Employed,412,42266,12,0,0,Rejected
Male,60,27368,Unemployed,550,37877,36,1,0,Rejected
Male,47,105436,Student,532,22560,24,1,0,Rejected
Male,33,116136,Unemployed,382,18106,36,0,0,Rejected
Male,53,66403,Student,424,47289,60,1,0,Rejected
Female,26,111170,Employed,474,9720,12,1,0,Rejected
Male,44,29168,Self-employed,368,38661,36,0,0,Rejected
Female,39,106497,Unemployed,346,29362,60,1,1,Rejected
Male,36,69879,Unemployed,555,29258,24,0,0,Under Review
Female,60,79871,Employed,329,22782,48,0,0,Rejected
Female,48,129632,Student,580,42168,24,0,0,Under Review
Male,53,131623,Unemployed,536,22120,12,1,0,Rejected
Female,61,109388,Student,547,20790,24,1,0,Rejected
Female,33,118646,Unemployed,667,28912,24,1,1,Rejected
Male,63,52174,Self-employed,794,48374,24,1,0,Rejected
Male,45,119751,Employed,324,43907,24,0,0,Rejected
Female,62,112491,Student,789,35812,12,0,0,Approved
Male,56,26581,Employed,793,37160,60,1,0,Rejected
Male,47,130155,Employed,613,20156,36,0,0,Under Review
Male,58,91853,Student,674,11672,48,1,0,Rejected
Male,27,84046,Student,324,15444,36,0,0,Rejected
Male,25,69678,Unemployed,633,7784,36,0,0,Under Review
Female,63,128392,Student,654,18929,48,0,0,Under Review
Male,51,131250,Employed,415,2070,12,0,0,Rejected
Female,43,46649,Employed,347,23906,48,0,0,Rejected
Female,62,147795,Student,398,35618,12,1,0,Rejected
Female,30,108668,Student,758,46158,36,1,0,Rejected
Male,52,102325,Unemployed,822,3939,12,0,0,Approved
Male,63,34567,Unemployed,704,30841,60,1,0,Rejected
Male,50,100404,Unemployed,513,43863,48,0,0,Under Review
Female,59,109906,Employed,802,17301,60,0,0,Approved
Female,51,128069,Student,747,8194,36,0,0,Approved
Female,38,116019,Self-employed,557,6851,48,0,1,Under Review
Female,56,81944,Student,420,17378,36,1,0,Rejected
Female,22,138428,Student,353,1678,60,0,0,Rejected
Male,34,98002,Unemployed,630,31640,36,1,0,Rejected
Male,33,48803,Self-employed,540,34756,48,0,0,Under Review
Female,49,38230,Student,829,30777,48,0,0,Under Review
Male,32,37862,Self-employed,782,27183,36,1,0,Rejected
Female,59,63355,Self-employed,486,28445,48,0,0,Rejected
Female,22,51259,Student,561,2502,48,0,1,Under Review
Female,52,119075,Unemployed,663,22665,36,1,0,Rejected
Male,33,107445,Unemployed,790,17198,60,1,0,Rejected
Male,47,50795,Student,730,22411,48,1,0,Rejected
Male,61,134604,Self-employed,538,16867,48,0,0,Under Review
Female,37,28770,Self-employed,603,15266,48,0,0,Under Review
Male,60,31093,Unemployed,597,40422,48,1,0,Rejected
Male,51,66571,Unemployed,375,36208,36,1,0,Rejected
Male,54,20193,Unemployed,632,44002,60,0,0,Under Review
Female,44,120311,Self-employed,773,32213,60,0,0,Approved
Male,55,37569,Self-employed,582,8367,12,1,1,Rejected
Male,26,137082,Unemployed,371,14490,48,1,0,Rejected
Female,39,31190,Unemployed,562,36362,48,1,0,Rejected
Male,50,82824,Self-employed,311,39285,12,1,0,Rejected
Female,27,62752,Employed,440,10219,60,0,0,Rejected
Female,30,52327,Self-employed,316,7310,24,0,0,Rejected
Male,61,62070,Student,362,37307,24,0,0,Rejected
Female,52,105925,Student,552,30631,60,0,0,Under Review
Male,54,60197,Self-employed,764,15744,48,1,0,Rejected
Female,48,22261,Student,675,20867,24,0,0,Under Review
Male,35,138424,Employed,819,19625,36,1,0,Rejected
Female,50,113905,Employed,389,7378,36,0,0,Rejected
Male,57,46512,Employed,474,20149,12,0,0,Rejected
Male,49,26716,Student,375,43133,60,0,0,Rejected
Male,42,106795,Unemployed,699,12422,60,1,0,Rejected
Male,24,48933,Employed,370,28926,24,0,0,Rejected
Female,40,127225,Employed,479,38679,48,1,0,Rejected
Male,52,24378,Unemployed,423,34171,60,1,0,Rejected
Male,56,60583,Self-employed,680,14180,24,0,0,Under Review
Male,24,132082,Unemployed,592,28301,24,1,0,Rejected
Male,47,105371,Self-employed,494,37931,60,0,0,Rejected
Female,37,49033,Self-employed,527,25014,24,1,0,Rejected
Male,32,44000,Unemployed,730,31936,12,0,0,Under Review
Female,42,131032,Employed,735,15336,12,1,0,Rejected
Male,37,95868,Self-employed,760,23200,60,1,0,Rejected
Female,30,62604,Unemployed,320,6470,48,0,0,Rejected
Female,21,88336,Employed,363,31859,12,0,0,Rejected
Female,42,115074,Self-employed,464,15953,12,0,0,Rejected
Female,46,115655,Student,326,40044,60,0,0,Rejected
Male,38,93869,Employed,610,39507,36,1,0,Rejected
Female,34,25410,Unemployed,584,28433,24,1,0,Rejected
Female,49,103375,Student,580,26957,12,1,0,Rejected
Female,32,76044,Unemployed,463,7523,36,1,0,Rejected
Male,56,83315,Self-employed,523,22387,48,0,0,Under Review
Male,55,116055,Employed,445,48761,36,1,0,Rejected
Male,32,91344,Student,329,32169,60,0,0,Rejected
Female,27,26796,Student,344,46641,48,1,0,Rejected
Female,49,106716,Student,770,23990,48,0,0,Approved
Female,31,74245,Self-employed,333,30661,36,0,0,Rejected
Female,53,63056,Employed,726,14419,60,0,0,Approved
Male,26,37709,Employed,520,15457,12,0,0,Under Review
Female,35,139664,Self-employed,833,3064,36,0,0,Approved
Male,52,78557,Unemployed,666,39083,12,1,0,Rejected
Female,31,37543,Student,849,11566,36,0,0,Under Review
Female,43,57418,Unemployed,415,34085,12,1,0,Rejected
Female,46,114611,Self-employed,538,32528,36,1,0,Rejected
Female,54,123291,Unemployed,634,7130,48,0,0,Under Review
Male,54,133504,Unemployed,740,41187,24,1,0,Rejected
Female,49,123001,Self-employed,447,3042,48,1,0,Rejected
Male,24,116038,Student,308,5598,12,1,0,Rejected
Female,37,36724,Unemployed,587,43982,60,0,0,Under Review
Male,55,23828,Employed,687,33886,48,0,0,Under Review
Female,33,136656,Unemployed,349,34477,24,0,0,Rejected
Male,61,37087,Unemployed,816,49625,12,0,0,Under Review
Female,59,32605,Employed,577,29716,48,1,0,Rejected
Female,35,51337,Student,599,13601,36,1,0,Rejected
Male,49,25482,Employed,434,37018,60,1,0,Rejected
Male,49,85333,Student,446,9061,12,1,0,Rejected
Male,31,112541,Self-employed,789,9609,48,1,0,Rejected
Male,52,108296,Self-employed,777,36371,12,1,0,Rejected
Female,22,70952,Unemployed,458,45814,36,0,0,Rejected
Female,34,25463,Unemployed,683,18485,24,1,0,Rejected
Female,40,132164,Self-employed,462,21805,48,1,0,Rejected
Male,42,90448,Employed,740,8857,12,1,0,Rejected
Male,31,24648,Self-employed,488,12620,12,0,0,Rejected
Female,47,53623,Student,714,9177,12,1,0,Rejected
Female,23,79156,Unemployed,638,31111,24,1,0,Rejected
Male,37,55634,Employed,480,24042,12,0,0,Rejected
Male,64,64602,Unemployed,587,19645,60,1,0,Rejected
Female,48,134598,Self-employed,486,25405,60,0,0,Rejected
Female,49,69334,Employed,437,12826,12,0,0,Rejected
Female,41,88648,Self-employed,429,14890,60,1,0,Rejected
Female,36,42054,Student,493,17892,48,1,0,Rejected
Female,57,90028,Self-employed,615,47598,60,0,0,Under Review
Male,40,42207,Employed,443,10484,12,1,0,Rejected
Male,26,100650,Self-employed,315,6495,36,1,0,Rejected
Female,39,119821,Unemployed,601,29481,48,0,1,Under Review
Female,25,101554,Unemployed,722,12267,24,0,0,Approved
Male,23,41386,Employed,544,41166,12,1,0,Rejected
Male,21,103276,Unemployed,406,7743,24,0,0,Rejected
Female,58,79518,Student,387,38939,36,1,0,Rejected
Male,35,72781,Student,428,49773,24,1,0,Rejected
Male,54,72780,Employed,640,27569,12,1,0,Rejected
Female,55,81440,Self-employed,303,29552,12,1,0,Rejected
Female,45,64199,Unemployed,626,46772,36,0,0,Under Review
Female,44,81035,Unemployed,709,44730,12,1,0,Rejected
Female,32,28210,Self-employed,605,29948,36,0,0,Under Review
Male,38,64363,Self-employed,524,11775,36,1,0,Rejected
Male,35,131175,Self-employed,647,4557,12,1,0,Rejected
Female,64,98279,Self-employed,620,4587,60,0,0,Under Review
Male,36,80348,Unemployed,480,17535,36,1,0,Rejected
Female,47,75284,Student,685,1954,12,0,0,Under Review
Female,28,127628,Employed,407,47562,60,0,0,Rejected
Female,45,129835,Employed,830,24544,36,1,0,Rejected
Female,37,92124,Self-employed,709,34455,60,1,0,Rejected
Male,49,88847,Student,595,42269,48,1,0,Rejected
Female,28,42432,Unemployed,470,16138,48,1,0,Rejected
Male,35,146252,Unemployed,630,43462,60,0,0,Under Review
Male,47,84089,Employed,792,4127,36,1,0,Rejected
Female,27,75398,Self-employed,494,24147,12,1,0,Rejected
Female,23,119291,Student,311,46528,24,1,0,Rejected
Male,49,23321,Employed,494,12559,12,1,0,Rejected
Female,64,101348,Student,789,48564,24,1,0,Rejected
Female,44,57383,Self-employed,481,4395,24,0,0,Rejected
Female,23,133816,Self-employed,615,26389,36,1,0,Rejected
Male,40,98682,Employed,329,1845,60,0,0,Rejected
Male,35,143053,Self-employed,395,34932,12,1,0,Rejected
Male,45,99190,Student,680,46722,60,1,0,Rejected
Female,50,72893,Student,743,39672,48,1,0,Rejected
Female,34,55820,Employed,597,14731,36,0,0,Under Review
Female,27,141262,Self-employed,660,34122,36,1,0,Rejected
Female,37,86262,Unemployed,673,36585,48,0,0,Under Review
Male,64,23760,Self-employed,602,4832,12,0,0,Under Review
Male,40,42190,Employed,720,33332,48,1,0,Rejected
Female,56,87411,Employed,545,13467,12,0,0,Under Review
Male,29,43377,Unemployed,536,42025,24,1,0,Rejected
Male,58,66737,Employed,833,14107,36,1,0,Rejected
Male,42,89569,Employed,484,13458,12,0,0,Rejected
Male,22,58211,Unemployed,767,29666,60,1,0,Rejected
Female,44,102909,Unemployed,662,44481,60,1,0,Rejected
Female,28,23744,Student,582,3581,36,0,1,Under Review
Female,31,145566,Employed,635,10582,48,0,1,Under Review
Male,33,44995,Unemployed,461,9418,48,0,0,Rejected
Male,37,36977,Student,459,29091,12,0,0,Rejected
Female,28,149508,Employed,773,30113,48,0,0,Approved
Female,41,117938,Unemployed,621,19827,36,0,0,Under Review
Male,38,54542,Employed,311,15419,12,1,0,Rejected
Female,50,30651,Student,723,12814,24,0,1,Under Review
Female,38,119239,Self-employed,372,34804,48,0,0,Rejected
Female,51,98931,Employed,500,11024,48,1,0,Rejected
Female,58,115344,Employed,821,44700,12,1,0,Rejected
Female,52,122112,Employed,804,8435,60,0,0,Approved
Female,31,36715,Employed,338,2548,48,0,0,Rejected
Male,45,64409,Unemployed,359,6065,36,1,0,Rejected
Female,53,44306,Self-employed,620,23880,48,0,0,Under Review
Female,58,39086,Employed,734,4407,24,0,0,Under Review
Male,61,34376,Unemployed,707,34407,48,1,0,Rejected
Female,28,81350,Self-employed,685,33940,60,0,0,Under Review
Female,31,91425,Student,377,6666,48,1,0,Rejected
Male,42,123358,Student,493,38122,12,0,0,Rejected
Female,44,56636,Student,584,26092,48,1,0,Rejected
Female,61,106120,Student,826,11109,60,1,0,Rejected
Male,37,134889,Student,823,36654,12,1,0,Rejected
Male,32,71649,Self-employed,455,35932,36,0,0,Rejected
Female,52,54610,Employed,639,27505,12,1,0,Rejected
Male,35,30058,Student,424,37713,24,0,0,Rejected
Female,36,144876,Employed,579,44169,12,1,0,Rejected
Male,42,148265,Employed,427,8746,36,1,0,Rejected
Male,48,94637,Employed,613,12975,48,1,0,Rejected
Male,40,98033,Employed,631,41522,12,0,0,Under Review
Male,53,90194,Employed,449,16596,12,0,0,Rejected
Male,30,96917,Self-employed,753,38953,12,1,0,Rejected
Male,60,84200,Employed,335,34861,12,0,0,Rejected
Female,52,125848,Self-employed,719,4880,36,0,0,Approved
Female,53,126022,Self-employed,321,44454,60,0,0,Rejected
Female,22,66619,Employed,505,44539,60,1,0,Rejected
Male,53,37154,Self-employed,655,44448,12,0,0,Under Review
Female,53,39539,Student,739,3785,36,1,0,Rejected
Male,61,145381,Student,395,23449,36,1,0,Rejected
Female,33,80058,Student,463,15799,12,1,0,Rejected
Female,50,82068,Employed,447,40307,24,0,0,Rejected
Male,53,97313,Student,829,49784,12,1,0,Rejected
Male,33,119932,Unemployed,593,48498,24,0,0,Under Review
Male,46,50373,Unemployed,494,44333,12,0,0,Rejected
Female,42,53154,Unemployed,779,41828,24,1,0,Rejected
Female,59,26031,Student,422,4990,24,1,0,Rejected
Female,22,113533,Self-employed,699,20073,12,1,0,Rejected
Female,58,91975,Unemployed,751,37863,24,0,0,Approved
Male,59,42785,Self-employed,403,15549,48,0,0,Rejected
Female,46,98928,Self-employed,761,19259,60,1,0,Rejected
Female,35,138696,Employed,695,20790,36,1,0,Rejected
Female,54,48669,Unemployed,636,10979,24,0,0,Under Review
Female,62,114475,Employed,441,21316,24,0,0,Rejected
Female,64,137154,Employed,616,27183,36,1,0,Rejected
Male,60,22282,Employed,826,29324,24,0,0,Under Review
Male,31,54624,Student,700,25624,36,0,0,Under Review
Female,23,68438,Employed,609,39176,12,0,0,Under Review
Female,26,109900,Self-employed,794,21245,48,0,0,Approved
Male,29,87534,Unemployed,408,47705,48,0,0,Rejected
Female,26,51705,Self-employed,671,24790,60,0,0,Under Review
Female,29,58244,Unemployed,505,27756,24,1,1,Rejected
Male,59,94964,Student,342,3833,60,0,0,Rejected
Female,51,57437,Unemployed,544,6285,12,1,0,Rejected
Female,52,97872,Unemployed,586,10589,48,1,0,Rejected
Female,61,94878,Unemployed,654,48476,12,0,0,Under Review
Female,32,139006,Unemployed,775,15116,12,1,0,Rejected
Female,28,125368,Self-employed,382,8645,24,1,0,Rejected
Female,28,92982,Unemployed,409,45786,12,1,0,Rejected
Male,48,70583,Employed,489,30150,48,0,0,Rejected
Female,40,58392,Unemployed,550,11889,60,1,0,Rejected
Female,27,27461,Employed,590,31286,48,0,0,Under Review
Female,31,120123,Student,500,38545,24,1,0,Rejected
Male,40,30516,Employed,625,16994,48,1,0,Rejected
Female,36,99285,Self-employed,810,36503,36,1,0,Rejected
Male,24,37514,Employed,708,47379,60,1,0,Rejected
Female,26,148657,Self-employed,807,25662,36,0,0,Approved
Male,42,141251,Employed,371,40136,36,1,0,Rejected
Female,46,120962,Unemployed,546,27639,24,1,0,Rejected
Female,23,56268,Student,643,18205,12,0,1,Under Review
Female,61,110486,Self-employed,353,33930,36,0,0,Rejected
Female,62,120424,Self-employed,827,8777,48,0,0,Approved
Male,34,56788,Unemployed,831,29315,12,1,0,Rejected
Male,31,95749,Unemployed,492,48617,48,0,0,Rejected
Female,38,81049,Employed,357,27973,48,0,0,Rejected
Female,32,82493,Self-employed,736,19316,12,0,0,Approved
Male,43,56027,Employed,410,28304,12,0,0,Rejected
Male,32,113547,Unemployed,428,37303,48,0,0,Rejected
Male,33,62849,Self-employed,625,31522,24,0,0,Under Review
Male,45,120127,Student,307,23340,60,1,0,Rejected
Male,39,37858,Student,328,20830,60,0,0,Rejected
Male,56,104162,Self-employed,411,14403,24,1,0,Rejected
Male,28,99003,Self-employed,430,15516,12,0,0,Rejected
Male,49,72395,Unemployed,487,20091,48,0,0,Rejected
Male,52,59758,Self-employed,774,8959,60,0,0,Approved
Female,64,74312,Self-employed,663,32932,48,1,0,Rejected
Female,38,88670,Student,503,31554,24,0,0,Under Review
Female,26,136758,Unemployed,511,37701,48,0,0,Under Review
Male,38,102279,Employed,575,4385,24,0,0,Under Review
Male,39,35434,Self-employed,372,34690,12,0,0,Rejected
Male,42,84047,Unemployed,542,11367,24,1,0,Rejected
Male,57,67775,Unemployed,401,47505,24,1,0,Rejected
Female,52,95769,Student,470,34332,60,1,0,Rejected
Female,61,134682,Self-employed,487,20642,48,1,0,Rejected
Female,23,86677,Self-employed,740,11789,60,1,1,Rejected
Male,48,103555,Unemployed,385,36268,36,0,0,Rejected
Female,30,148379,Self-employed,775,21950,24,0,0,Approved
Female,55,105920,Student,351,26563,36,0,0,Rejected
Female,49,128439,Student,410,40649,60,1,0,Rejected
Male,35,65734,Student,342,37404,48,0,1,Rejected
Male,53,121665,Self-employed,510,33991,60,1,0,Rejected
Male,27,108503,Self-employed,499,40065,48,0,0,Rejected
Male,32,60603,Student,325,48663,48,1,0,Rejected
Male,50,96708,Employed,598,1350,12,0,0,Under Review
Female,41,101926,Unemployed,376,19312,24,0,0,Rejected
Male,51,88803,Employed,436,25127,60,0,0,Rejected
Male,44,59332,Self-employed,319,29853,48,0,0,Rejected
Female,40,111703,Unemployed,739,38500,60,1,0,Rejected
Female,57,41312,Unemployed,510,34785,60,0,0,Under Review
Male,24,113376,Self-employed,734,19610,48,0,0,Approved
Female,48,104526,Employed,506,24590,36,0,0,Under Review
Male,64,64179,Employed,738,30443,24,1,0,Rejected
Male,40,91442,Employed,341,48997,24,0,0,Rejected
Female,44,134332,Employed,710,8170,12,0,0,Approved
Male,52,137961,Student,822,14303,12,0,0,Approved
Female,61,60379,Unemployed,726,7207,12,0,0,Approved
Female,56,37297,Employed,574,13316,24,0,0,Under Review
Female,54,22011,Self-employed,747,36187,36,1,0,Rejected
Female,56,136130,Student,668,7240,24,1,0,Rejected
Male,22,140234,Unemployed,519,2893,24,1,0,Rejected
Female,35,64014,Self-employed,531,14753,24,0,1,Under Review
Female,54,132094,Student,627,39090,24,1,0,Rejected
Male,56,31738,Unemployed,742,12232,36,0,1,Under Review
Male,26,114333,Self-employed,351,18509,12,0,0,Rejected
Female,59,67498,Unemployed,675,4117,60,0,0,Under Review
Male,62,147792,Student,562,37929,12,0,0,Under Review
Female,32,31120,Employed,566,49291,12,1,0,Rejected
Female,23,136517,Student,658,5042,60,1,0,Rejected
Male,38,28767,Self-employed,616,38201,24,1,0,Rejected
Male,60,42852,Employed,623,27746,36,0,0,Under Review
Female,41,99239,Unemployed,720,15016,36,1,0,Rejected
Female,35,20929,Unemployed,345,26022,12,1,0,Rejected
Male,53,97487,Unemployed,568,36426,60,0,0,Under Review
Male,55,138387,Student,680,28938,48,1,0,Rejected
Female,46,111575,Unemployed,417,44678,24,0,0,Rejected
Female,28,146155,Unemployed,415,36712,12,1,0,Rejected
Female,56,134149,Unemployed,559,40978,36,1,0,Rejected
Male,50,115040,Student,374,9787,60,1,0,Rejected
Female,43,37438,Self-employed,779,2986,60,0,0,Under Review
Male,62,68515,Employed,604,11942,12,1,0,Rejected
Male,64,25744,Unemployed,306,18458,48,1,0,Rejected
Male,34,103820,Student,665,13161,36,1,0,Rejected
Female,34,62417,Unemployed,822,21689,12,1,0,Rejected
Female,22,125284,Employed,647,30163,48,0,0,Under Review
Male,57,27069,Self-employed,737,36775,60,0,0,Under Review
Male,25,62359,Self-employed,514,34737,24,1,0,Rejected
Female,58,39799,Unemployed,728,9772,36,1,0,Rejected
Female,61,118746,Employed,797,36592,36,1,0,Rejected
Male,34,113762,Unemployed,839,2211,48,0,0,Approved
Female,59,140906,Self-employed,666,1229,12,1,0,Rejected
Female,45,90188,Student,612,49542,60,1,1,Rejected
Female,40,109859,Student,837,15345,48,0,0,Approved
Female,22,142521,Student,353,36953,24,0,0,Rejected
Male,59,127674,Employed,840,32819,24,0,0,Approved
Female,26,27597,Employed,766,48779,24,1,0,Rejected
Female,37,67093,Self-employed,463,17885,48,0,0,Rejected
Male,45,57226,Employed,633,27708,60,0,0,Under Review
Male,48,92127,Self-employed,846,1048,36,1,0,Rejected
Male,22,134650,Self-employed,647,20950,12,0,0,Under Review
Female,55,111369,Unemployed,572,16173,36,1,0,Rejected
Female,57,97362,Student,713,34737,60,1,0,Rejected
Male,25,46417,Student,799,29036,36,0,0,Under Review
Female,21,38693,Self-employed,392,48321,48,1,0,Rejected
Female,60,99674,Employed,378,6820,24,0,0,Rejected
Male,32,140956,Self-employed,516,15292,60,0,0,Under Review
Female,56,135598,Student,657,4052,60,0,0,Under Review
Female,43,139028,Unemployed,806,45377,36,1,0,Rejected
Male,51,147517,Student,480,24781,48,0,0,Rejected
Male,31,73161,Self-employed,545,3302,36,1,0,Rejected
Male,30,141316,Self-employed,543,3283,36,1,0,Rejected
Female,23,22169,Student,805,49153,60,1,0,Rejected
Male,34,104092,Student,721,43567,36,0,0,Approved
Female,36,42052,Employed,619,16620,24,1,0,Rejected
Female,30,91849,Unemployed,386,31461,36,1,0,Rejected
Female,49,93851,Student,516,21750,24,0,0,Under Review
Female,30,28036,Unemployed,789,33890,60,0,0,Under Review
Male,32,51778,Unemployed,818,24183,48,1,0,Rejected
Male,50,47734,Employed,577,10472,24,1,0,Rejected
Male,61,43173,Self-employed,468,4727,48,0,0,Rejected
Female,21,50403,Unemployed,629,47500,48,1,0,Rejected
Female,25,86321,Unemployed,740,26523,24,1,0,Rejected
Male,40,91675,Unemployed,690,31766,60,1,0,Rejected
Male,28,26344,Unemployed,795,38726,12,1,0,Rejected
Male,63,38800,Self-employed,680,1524,48,0,0,Under Review
Male,32,45372,Employed,605,10079,48,1,0,Rejected
Male,21,81516,Unemployed,812,9399,60,0,0,Approved
Male,40,40538,Student,487,28370,60,1,0,Rejected
Female,48,83918,Self-employed,815,17532,36,0,0,Approved
Female,63,34973,Employed,726,17821,60,1,0,Rejected
Male,57,91155,Student,801,44162,48,0,0,Approved
Male,57,120240,Student,559,4749,24,1,0,Rejected
Female,32,79500,Student,812,12353,12,0,0,Approved
Male,57,56575,Unemployed,370,47777,36,1,0,Rejected
Female,64,125455,Unemployed,777,29477,24,1,0,Rejected
Male,48,62261,Student,477,25570,12,0,0,Rejected
Female,35,130659,Employed,756,21837,12,0,0,Approved
Male,26,47716,Unemployed,488,12437,12,0,0,Rejected
Female,64,23236,Employed,590,39104,24,0,0,Under Review
Female,40,35848,Unemployed,819,5551,36,0,0,Under Review
Male,34,22352,Unemployed,591,3823,36,1,0,Rejected
Female,22,21932,Unemployed,582,13916,12,0,0,Under Review
Female,29,96449,Employed,843,16167,24,0,0,Approved
Male,57,28556,Unemployed,676,42445,12,1,0,Rejected
Female,40,106836,Employed,455,48636,60,0,0,Rejected
Female,46,25498,Unemployed,807,9391,36,0,0,Under Review
Male,49,96118,Self-employed,712,13658,48,0,0,Approved
Male,21,70098,Unemployed,827,30685,12,1,0,Rejected
Male,55,84386,Student,654,24380,60,0,0,Under Review
Male,26,132169,Employed,486,43431,36,1,0,Rejected
Female,57,29569,Self-employed,330,29919,24,1,0,Rejected
Female,25,136127,Employed,559,3311,36,0,0,Under Review
Male,53,146060,Unemployed,720,40993,24,1,0,Rejected
Male,34,76882,Student,828,45333,24,0,0,Approved
Male,32,90393,Student,603,44038,12,0,0,Under Review
Female,62,20340,Student,338,14560,12,0,0,Rejected
Male,40,63949,Unemployed,788,49733,36,0,0,Approved
Female,44,102302,Unemployed,841,39553,60,0,0,Approved
Female,63,82443,Student,577,26993,36,1,0,Rejected
Male,54,111668,Unemployed,502,31492,48,1,0,Rejected
Male,45,94027,Unemployed,365,21981,24,1,0,Rejected
Female,49,20138,Self-employed,407,25143,24,1,0,Rejected
Female,59,20358,Unemployed,567,13067,12,0,0,Under Review
Female,51,139619,Self-employed,521,24916,60,0,0,Under Review
Female,63,95250,Student,829,42508,12,1,0,Rejected
Female,43,105376,Employed,389,47421,48,0,0,Rejected
Female,64,119931,Unemployed,554,4815,36,1,0,Rejected
Male,58,50654,Student,754,32836,36,1,0,Rejected
Male,40,45879,Student,552,38477,60,1,0,Rejected
Female,43,101532,Unemployed,556,38275,12,1,0,Rejected
Male,36,75778,Employed,682,40343,12,0,0,Under Review
Male,62,57772,Employed,741,5773,48,0,1,Approved
